employee_name,working_day,date,hours_of_work,work_from_home
9,Wednesday,2022-11-02,6.48,0
10,Wednesday,2022-11-02,6.28,1
11,Wednesday,2022-11-02,5.66,0
12,Wednesday,2022-11-02,5.54,0
13,Wednesday,2022-11-02,6.63,0
14,Wednesday,2022-11-02,5.35,1
15,Wednesday,2022-11-02,5.45,0
16,Wednesday,2022-11-02,4.53,0
17,Wednesday,2022-11-02,6.34,0
18,Wednesday,2022-11-02,5.53,0
1,Tuesday,2022-11-01,5.91,1
2,Tuesday,2022-11-01,6.69,0
3,Tuesday,2022-11-01,5.59,1
4,Tuesday,2022-11-01,4.8,0
5,Tuesday,2022-11-01,5.86,0
6,Tuesday,2022-11-01,4.63,0
7,Tuesday,2022-11-01,4.98,0
8,Tuesday,2022-11-01,4.95,0
9,Tuesday,2022-11-01,6.98,1
10,Tuesday,2022-11-01,6.59,0
11,Tuesday,2022-11-01,5.32,1
12,Tuesday,2022-11-01,5.92,0
13,Tuesday,2022-11-01,6.83,1
14,Tuesday,2022-11-01,6.23,0
15,Tuesday,2022-11-01,6.16,0
16,Tuesday,2022-11-01,6.1,0
17,Tuesday,2022-11-01,5.7,0
18,Tuesday,2022-11-01,5.83,0
1,Monday,2022-10-31,4.85,0
2,Monday,2022-10-31,6.21,0
3,Monday,2022-10-31,6.05,0
4,Monday,2022-10-31,6.67,1
5,Monday,2022-10-31,6.14,0
6,Monday,2022-10-31,5.5,1
7,Monday,2022-10-31,4.58,0
8,Monday,2022-10-31,6.66,1
9,Monday,2022-10-31,6.32,0
10,Monday,2022-10-31,5.04,1
11,Monday,2022-10-31,5.46,1
12,Monday,2022-10-31,7.0,0
13,Monday,2022-10-31,6.11,0
14,Monday,2022-10-31,5.21,1
15,Monday,2022-10-31,6.0,0
16,Monday,2022-10-31,5.72,1
17,Monday,2022-10-31,5.57,0
18,Monday,2022-10-31,5.01,0
1,Sunday,2022-10-30,0.0,0
2,Sunday,2022-10-30,0.0,0
3,Sunday,2022-10-30,0.0,0
4,Sunday,2022-10-30,0.0,0
5,Sunday,2022-10-30,0.0,0
6,Sunday,2022-10-30,0.0,0
7,Sunday,2022-10-30,0.0,0
8,Sunday,2022-10-30,0.0,0
9,Sunday,2022-10-30,0.0,0
10,Sunday,2022-10-30,0.0,0
11,Sunday,2022-10-30,0.0,0
12,Sunday,2022-10-30,0.0,0
13,Sunday,2022-10-30,0.0,0
14,Sunday,2022-10-30,0.0,0
15,Sunday,2022-10-30,0.0,0
16,Sunday,2022-10-30,0.0,0
17,Sunday,2022-10-30,0.0,0
18,Sunday,2022-10-30,0.0,0
1,Saturday,2022-10-29,0.0,0
2,Saturday,2022-10-29,0.0,0
3,Saturday,2022-10-29,0.0,0
4,Saturday,2022-10-29,0.0,0
5,Saturday,2022-10-29,0.0,0
6,Saturday,2022-10-29,0.0,0
7,Saturday,2022-10-29,0.0,0
8,Saturday,2022-10-29,0.0,0
9,Saturday,2022-10-29,0.0,0
10,Saturday,2022-10-29,0.0,0
11,Saturday,2022-10-29,0.0,0
12,Saturday,2022-10-29,0.0,0
13,Saturday,2022-10-29,0.0,0
14,Saturday,2022-10-29,0.0,0
15,Saturday,2022-10-29,0.0,0
16,Saturday,2022-10-29,0.0,0
17,Saturday,2022-10-29,0.0,0
18,Saturday,2022-10-29,0.0,0
1,Friday,2022-10-28,6.88,1
2,Friday,2022-10-28,5.4,1
3,Friday,2022-10-28,6.45,1
4,Friday,2022-10-28,5.94,1
5,Friday,2022-10-28,6.05,1
6,Friday,2022-10-28,4.65,1
7,Friday,2022-10-28,6.38,0
8,Friday,2022-10-28,6.21,1
9,Friday,2022-10-28,5.58,1
10,Friday,2022-10-28,4.61,0
11,Friday,2022-10-28,4.76,1
12,Friday,2022-10-28,6.82,0
13,Friday,2022-10-28,6.87,1
14,Friday,2022-10-28,4.65,1
15,Friday,2022-10-28,5.28,1
16,Friday,2022-10-28,5.11,1
17,Friday,2022-10-28,5.65,1
18,Friday,2022-10-28,6.61,1
1,Thursday,2022-10-27,6.33,0
2,Thursday,2022-10-27,6.71,0
3,Thursday,2022-10-27,5.11,0
4,Thursday,2022-10-27,6.8,1
5,Thursday,2022-10-27,5.99,0
6,Thursday,2022-10-27,6.7,0
7,Thursday,2022-10-27,6.54,0
8,Thursday,2022-10-27,6.9,0
9,Thursday,2022-10-27,6.11,0
10,Thursday,2022-10-27,6.15,0
11,Thursday,2022-10-27,6.44,0
12,Thursday,2022-10-27,5.69,0
13,Thursday,2022-10-27,7.0,0
14,Thursday,2022-10-27,5.73,0
15,Thursday,2022-10-27,5.7,1
16,Thursday,2022-10-27,5.91,0
17,Thursday,2022-10-27,4.97,0
18,Thursday,2022-10-27,5.04,1
1,Wednesday,2022-10-26,5.94,0
2,Wednesday,2022-10-26,4.54,0
3,Wednesday,2022-10-26,4.82,0
4,Wednesday,2022-10-26,5.8,0
5,Wednesday,2022-10-26,5.65,1
6,Wednesday,2022-10-26,6.9,0
7,Wednesday,2022-10-26,6.0,0
8,Wednesday,2022-10-26,5.91,0
9,Wednesday,2022-10-26,6.79,0
10,Wednesday,2022-10-26,6.89,1
11,Wednesday,2022-10-26,6.21,0
12,Wednesday,2022-10-26,6.46,1
13,Wednesday,2022-10-26,6.18,0
14,Wednesday,2022-10-26,6.77,0
15,Wednesday,2022-10-26,5.1,0
16,Wednesday,2022-10-26,6.8,0
17,Wednesday,2022-10-26,5.4,1
18,Wednesday,2022-10-26,5.08,0
1,Tuesday,2022-10-25,6.05,0
2,Tuesday,2022-10-25,5.83,1
3,Tuesday,2022-10-25,6.43,0
4,Tuesday,2022-10-25,6.2,1
5,Tuesday,2022-10-25,6.02,0
6,Tuesday,2022-10-25,6.39,0
7,Tuesday,2022-10-25,6.91,1
8,Tuesday,2022-10-25,6.19,0
9,Tuesday,2022-10-25,5.32,0
10,Tuesday,2022-10-25,5.9,0
11,Tuesday,2022-10-25,5.84,0
12,Tuesday,2022-10-25,5.4,0
13,Tuesday,2022-10-25,6.95,1
14,Tuesday,2022-10-25,4.65,0
15,Tuesday,2022-10-25,6.24,1
16,Tuesday,2022-10-25,5.38,0
17,Tuesday,2022-10-25,5.27,0
18,Tuesday,2022-10-25,4.67,0
1,Monday,2022-10-24,5.3,1
2,Monday,2022-10-24,6.67,0
3,Monday,2022-10-24,6.47,0
4,Monday,2022-10-24,6.02,0
5,Monday,2022-10-24,6.68,0
6,Monday,2022-10-24,6.42,0
7,Monday,2022-10-24,6.48,1
8,Monday,2022-10-24,6.49,0
9,Monday,2022-10-24,5.63,0
10,Monday,2022-10-24,6.58,0
11,Monday,2022-10-24,6.16,0
12,Monday,2022-10-24,5.93,0
13,Monday,2022-10-24,4.94,0
14,Monday,2022-10-24,4.83,0
15,Monday,2022-10-24,6.17,1
16,Monday,2022-10-24,5.43,0
17,Monday,2022-10-24,5.25,0
18,Monday,2022-10-24,4.96,0
1,Sunday,2022-10-23,0.0,0
2,Sunday,2022-10-23,0.0,0
3,Sunday,2022-10-23,0.0,0
4,Sunday,2022-10-23,0.0,0
5,Sunday,2022-10-23,0.0,0
6,Sunday,2022-10-23,0.0,0
7,Sunday,2022-10-23,0.0,0
8,Sunday,2022-10-23,0.0,0
9,Sunday,2022-10-23,0.0,0
10,Sunday,2022-10-23,0.0,0
11,Sunday,2022-10-23,0.0,0
12,Sunday,2022-10-23,0.0,0
13,Sunday,2022-10-23,0.0,0
14,Sunday,2022-10-23,0.0,0
15,Sunday,2022-10-23,0.0,0
16,Sunday,2022-10-23,0.0,0
17,Sunday,2022-10-23,0.0,0
18,Sunday,2022-10-23,0.0,0
1,Saturday,2022-10-22,0.0,0
2,Saturday,2022-10-22,0.0,0
3,Saturday,2022-10-22,0.0,0
4,Saturday,2022-10-22,0.0,0
5,Saturday,2022-10-22,0.0,0
6,Saturday,2022-10-22,0.0,0
7,Saturday,2022-10-22,0.0,0
8,Saturday,2022-10-22,0.0,0
9,Saturday,2022-10-22,0.0,0
10,Saturday,2022-10-22,0.0,0
11,Saturday,2022-10-22,0.0,0
12,Saturday,2022-10-22,0.0,0
13,Saturday,2022-10-22,0.0,0
14,Saturday,2022-10-22,0.0,0
15,Saturday,2022-10-22,0.0,0
16,Saturday,2022-10-22,0.0,0
17,Saturday,2022-10-22,0.0,0
18,Saturday,2022-10-22,0.0,0
1,Friday,2022-10-21,6.18,1
2,Friday,2022-10-21,5.31,0
3,Friday,2022-10-21,5.48,1
4,Friday,2022-10-21,5.34,0
5,Friday,2022-10-21,6.45,1
6,Friday,2022-10-21,5.5,1
7,Friday,2022-10-21,6.14,1
8,Friday,2022-10-21,5.16,1
9,Friday,2022-10-21,6.19,1
10,Friday,2022-10-21,6.29,0
11,Friday,2022-10-21,4.67,1
12,Friday,2022-10-21,5.39,0
13,Friday,2022-10-21,6.56,1
14,Friday,2022-10-21,5.39,0
15,Friday,2022-10-21,6.0,0
16,Friday,2022-10-21,4.84,0
17,Friday,2022-10-21,5.48,0
18,Friday,2022-10-21,6.88,1
1,Thursday,2022-10-20,6.12,1
2,Thursday,2022-10-20,5.22,0
3,Thursday,2022-10-20,5.81,0
4,Thursday,2022-10-20,4.59,0
5,Thursday,2022-10-20,5.51,0
6,Thursday,2022-10-20,5.84,0
7,Thursday,2022-10-20,6.96,1
8,Thursday,2022-10-20,6.64,0
9,Thursday,2022-10-20,4.61,0
10,Thursday,2022-10-20,6.08,0
11,Thursday,2022-10-20,6.78,0
12,Thursday,2022-10-20,5.41,1
13,Thursday,2022-10-20,5.46,0
14,Thursday,2022-10-20,6.32,0
15,Thursday,2022-10-20,6.87,0
16,Thursday,2022-10-20,6.44,0
17,Thursday,2022-10-20,4.55,1
18,Thursday,2022-10-20,5.32,1
1,Wednesday,2022-10-19,5.54,1
2,Wednesday,2022-10-19,6.77,0
3,Wednesday,2022-10-19,6.07,0
4,Wednesday,2022-10-19,5.11,1
5,Wednesday,2022-10-19,6.06,0
6,Wednesday,2022-10-19,6.85,0
7,Wednesday,2022-10-19,4.74,0
8,Wednesday,2022-10-19,5.48,0
9,Wednesday,2022-10-19,5.51,0
10,Wednesday,2022-10-19,4.92,0
11,Wednesday,2022-10-19,5.06,0
12,Wednesday,2022-10-19,4.7,1
13,Wednesday,2022-10-19,6.0,0
14,Wednesday,2022-10-19,4.68,0
15,Wednesday,2022-10-19,5.65,0
16,Wednesday,2022-10-19,5.55,1
17,Wednesday,2022-10-19,4.82,0
18,Wednesday,2022-10-19,5.93,0
1,Tuesday,2022-10-18,5.56,1
2,Tuesday,2022-10-18,6.34,0
3,Tuesday,2022-10-18,4.78,0
4,Tuesday,2022-10-18,5.09,0
5,Tuesday,2022-10-18,5.63,0
6,Tuesday,2022-10-18,6.95,0
7,Tuesday,2022-10-18,6.16,0
8,Tuesday,2022-10-18,6.91,0
9,Tuesday,2022-10-18,5.22,1
10,Tuesday,2022-10-18,5.19,0
11,Tuesday,2022-10-18,5.99,1
12,Tuesday,2022-10-18,6.8,1
13,Tuesday,2022-10-18,6.54,0
14,Tuesday,2022-10-18,6.46,0
15,Tuesday,2022-10-18,6.7,0
16,Tuesday,2022-10-18,6.2,0
17,Tuesday,2022-10-18,5.1,0
18,Tuesday,2022-10-18,5.55,0
1,Monday,2022-10-17,5.66,0
2,Monday,2022-10-17,5.03,1
3,Monday,2022-10-17,5.57,0
4,Monday,2022-10-17,6.59,1
5,Monday,2022-10-17,6.38,0
6,Monday,2022-10-17,6.15,0
7,Monday,2022-10-17,6.63,0
8,Monday,2022-10-17,6.96,1
9,Monday,2022-10-17,4.67,1
10,Monday,2022-10-17,6.23,0
11,Monday,2022-10-17,5.94,0
12,Monday,2022-10-17,6.06,0
13,Monday,2022-10-17,6.2,0
14,Monday,2022-10-17,6.53,0
15,Monday,2022-10-17,5.92,0
16,Monday,2022-10-17,6.57,0
17,Monday,2022-10-17,6.38,0
18,Monday,2022-10-17,6.7,0
1,Sunday,2022-10-16,0.0,0
2,Sunday,2022-10-16,0.0,0
3,Sunday,2022-10-16,0.0,0
4,Sunday,2022-10-16,0.0,0
5,Sunday,2022-10-16,0.0,0
6,Sunday,2022-10-16,0.0,0
7,Sunday,2022-10-16,0.0,0
8,Sunday,2022-10-16,0.0,0
9,Sunday,2022-10-16,0.0,0
10,Sunday,2022-10-16,0.0,0
11,Sunday,2022-10-16,0.0,0
12,Sunday,2022-10-16,0.0,0
13,Sunday,2022-10-16,0.0,0
14,Sunday,2022-10-16,0.0,0
15,Sunday,2022-10-16,0.0,0
16,Sunday,2022-10-16,0.0,0
17,Sunday,2022-10-16,0.0,0
18,Sunday,2022-10-16,0.0,0
1,Saturday,2022-10-15,0.0,0
2,Saturday,2022-10-15,0.0,0
3,Saturday,2022-10-15,0.0,0
4,Saturday,2022-10-15,0.0,0
5,Saturday,2022-10-15,0.0,0
6,Saturday,2022-10-15,0.0,0
7,Saturday,2022-10-15,0.0,0
8,Saturday,2022-10-15,0.0,0
9,Saturday,2022-10-15,0.0,0
10,Saturday,2022-10-15,0.0,0
11,Saturday,2022-10-15,0.0,0
12,Saturday,2022-10-15,0.0,0
13,Saturday,2022-10-15,0.0,0
14,Saturday,2022-10-15,0.0,0
15,Saturday,2022-10-15,0.0,0
16,Saturday,2022-10-15,0.0,0
17,Saturday,2022-10-15,0.0,0
18,Saturday,2022-10-15,0.0,0
1,Friday,2022-10-14,6.0,0
2,Friday,2022-10-14,6.28,1
3,Friday,2022-10-14,6.05,1
4,Friday,2022-10-14,5.33,0
5,Friday,2022-10-14,6.22,0
6,Friday,2022-10-14,5.75,0
7,Friday,2022-10-14,5.69,1
8,Friday,2022-10-14,6.74,1
9,Friday,2022-10-14,5.76,0
10,Friday,2022-10-14,6.98,1
11,Friday,2022-10-14,6.58,1
12,Friday,2022-10-14,6.6,0
13,Friday,2022-10-14,6.95,1
14,Friday,2022-10-14,6.16,0
15,Friday,2022-10-14,5.12,1
16,Friday,2022-10-14,5.2,0
17,Friday,2022-10-14,6.11,0
18,Friday,2022-10-14,5.45,1
1,Thursday,2022-10-13,6.41,0
2,Thursday,2022-10-13,6.99,0
3,Thursday,2022-10-13,4.68,0
4,Thursday,2022-10-13,6.02,0
5,Thursday,2022-10-13,5.7,0
6,Thursday,2022-10-13,5.11,0
7,Thursday,2022-10-13,6.92,0
8,Thursday,2022-10-13,6.4,0
9,Thursday,2022-10-13,5.65,0
10,Thursday,2022-10-13,6.78,1
11,Thursday,2022-10-13,5.36,0
12,Thursday,2022-10-13,5.84,0
13,Thursday,2022-10-13,6.77,0
14,Thursday,2022-10-13,5.4,1
15,Thursday,2022-10-13,5.36,0
16,Thursday,2022-10-13,5.98,0
17,Thursday,2022-10-13,5.46,0
18,Thursday,2022-10-13,4.68,0
1,Wednesday,2022-10-12,5.68,0
2,Wednesday,2022-10-12,5.99,0
3,Wednesday,2022-10-12,5.57,0
4,Wednesday,2022-10-12,5.53,1
5,Wednesday,2022-10-12,6.97,0
6,Wednesday,2022-10-12,5.58,1
7,Wednesday,2022-10-12,5.96,1
8,Wednesday,2022-10-12,6.77,0
9,Wednesday,2022-10-12,5.41,0
10,Wednesday,2022-10-12,5.31,1
11,Wednesday,2022-10-12,5.51,0
12,Wednesday,2022-10-12,5.74,0
13,Wednesday,2022-10-12,4.64,0
14,Wednesday,2022-10-12,5.25,0
15,Wednesday,2022-10-12,6.33,0
16,Wednesday,2022-10-12,6.55,0
17,Wednesday,2022-10-12,5.0,1
18,Wednesday,2022-10-12,4.88,0
1,Tuesday,2022-10-11,6.62,0
2,Tuesday,2022-10-11,5.16,0
3,Tuesday,2022-10-11,4.72,0
4,Tuesday,2022-10-11,5.9,0
5,Tuesday,2022-10-11,6.92,1
6,Tuesday,2022-10-11,6.56,0
7,Tuesday,2022-10-11,6.02,0
8,Tuesday,2022-10-11,6.62,0
9,Tuesday,2022-10-11,5.13,0
10,Tuesday,2022-10-11,6.56,0
11,Tuesday,2022-10-11,4.7,0
12,Tuesday,2022-10-11,6.24,0
13,Tuesday,2022-10-11,5.02,0
14,Tuesday,2022-10-11,6.91,0
15,Tuesday,2022-10-11,6.9,0
16,Tuesday,2022-10-11,6.24,0
17,Tuesday,2022-10-11,6.2,0
18,Tuesday,2022-10-11,5.98,0
1,Monday,2022-10-10,4.78,0
2,Monday,2022-10-10,5.07,0
3,Monday,2022-10-10,5.16,0
4,Monday,2022-10-10,4.57,0
5,Monday,2022-10-10,5.56,0
6,Monday,2022-10-10,6.73,0
7,Monday,2022-10-10,6.42,0
8,Monday,2022-10-10,6.09,0
9,Monday,2022-10-10,5.3,0
10,Monday,2022-10-10,4.69,0
11,Monday,2022-10-10,6.6,1
12,Monday,2022-10-10,6.71,1
13,Monday,2022-10-10,5.8,0
14,Monday,2022-10-10,6.01,0
15,Monday,2022-10-10,4.66,0
16,Monday,2022-10-10,4.52,0
17,Monday,2022-10-10,5.35,1
18,Monday,2022-10-10,5.48,1
1,Sunday,2022-10-09,0.0,0
2,Sunday,2022-10-09,0.0,0
3,Sunday,2022-10-09,0.0,0
4,Sunday,2022-10-09,0.0,0
5,Sunday,2022-10-09,0.0,0
6,Sunday,2022-10-09,0.0,0
7,Sunday,2022-10-09,0.0,0
8,Sunday,2022-10-09,0.0,0
9,Sunday,2022-10-09,0.0,0
10,Sunday,2022-10-09,0.0,0
11,Sunday,2022-10-09,0.0,0
12,Sunday,2022-10-09,0.0,0
13,Sunday,2022-10-09,0.0,0
14,Sunday,2022-10-09,0.0,0
15,Sunday,2022-10-09,0.0,0
16,Sunday,2022-10-09,0.0,0
17,Sunday,2022-10-09,0.0,0
18,Sunday,2022-10-09,0.0,0
1,Saturday,2022-10-08,0.0,0
2,Saturday,2022-10-08,0.0,0
3,Saturday,2022-10-08,0.0,0
4,Saturday,2022-10-08,0.0,0
5,Saturday,2022-10-08,0.0,0
6,Saturday,2022-10-08,0.0,0
7,Saturday,2022-10-08,0.0,0
8,Saturday,2022-10-08,0.0,0
9,Saturday,2022-10-08,0.0,0
10,Saturday,2022-10-08,0.0,0
11,Saturday,2022-10-08,0.0,0
12,Saturday,2022-10-08,0.0,0
13,Saturday,2022-10-08,0.0,0
14,Saturday,2022-10-08,0.0,0
15,Saturday,2022-10-08,0.0,0
16,Saturday,2022-10-08,0.0,0
17,Saturday,2022-10-08,0.0,0
18,Saturday,2022-10-08,0.0,0
1,Friday,2022-10-07,4.71,1
2,Friday,2022-10-07,6.7,0
3,Friday,2022-10-07,5.61,1
4,Friday,2022-10-07,5.89,0
5,Friday,2022-10-07,6.88,1
6,Friday,2022-10-07,5.47,1
7,Friday,2022-10-07,6.69,1
8,Friday,2022-10-07,6.49,1
9,Friday,2022-10-07,6.38,0
10,Friday,2022-10-07,5.91,1
11,Friday,2022-10-07,4.65,1
12,Friday,2022-10-07,6.57,1
13,Friday,2022-10-07,4.59,1
14,Friday,2022-10-07,5.61,1
15,Friday,2022-10-07,5.46,0
16,Friday,2022-10-07,6.54,1
17,Friday,2022-10-07,5.16,0
18,Friday,2022-10-07,6.5,0
1,Thursday,2022-10-06,6.52,0
2,Thursday,2022-10-06,5.09,0
3,Thursday,2022-10-06,6.47,0
4,Thursday,2022-10-06,6.22,1
5,Thursday,2022-10-06,4.97,0
6,Thursday,2022-10-06,4.59,0
7,Thursday,2022-10-06,4.87,0
8,Thursday,2022-10-06,5.29,0
9,Thursday,2022-10-06,5.62,0
10,Thursday,2022-10-06,4.71,1
11,Thursday,2022-10-06,6.21,0
12,Thursday,2022-10-06,4.91,0
13,Thursday,2022-10-06,6.94,0
14,Thursday,2022-10-06,5.97,1
15,Thursday,2022-10-06,6.31,1
16,Thursday,2022-10-06,5.75,0
17,Thursday,2022-10-06,5.67,0
18,Thursday,2022-10-06,5.17,0
1,Wednesday,2022-10-05,6.65,0
2,Wednesday,2022-10-05,5.13,1
3,Wednesday,2022-10-05,5.17,1
4,Wednesday,2022-10-05,4.55,0
5,Wednesday,2022-10-05,4.81,0
6,Wednesday,2022-10-05,6.1,0
7,Wednesday,2022-10-05,6.31,0
8,Wednesday,2022-10-05,6.84,0
9,Wednesday,2022-10-05,6.06,0
10,Wednesday,2022-10-05,4.64,0
11,Wednesday,2022-10-05,4.95,0
12,Wednesday,2022-10-05,6.35,1
13,Wednesday,2022-10-05,5.76,1
14,Wednesday,2022-10-05,6.09,0
15,Wednesday,2022-10-05,6.96,0
16,Wednesday,2022-10-05,4.88,0
17,Wednesday,2022-10-05,5.12,0
18,Wednesday,2022-10-05,5.44,1
1,Tuesday,2022-10-04,5.81,0
2,Tuesday,2022-10-04,6.37,1
3,Tuesday,2022-10-04,4.66,1
4,Tuesday,2022-10-04,5.69,0
5,Tuesday,2022-10-04,6.75,0
6,Tuesday,2022-10-04,6.75,0
7,Tuesday,2022-10-04,5.79,0
8,Tuesday,2022-10-04,5.3,0
9,Tuesday,2022-10-04,4.81,0
10,Tuesday,2022-10-04,5.58,0
11,Tuesday,2022-10-04,6.26,0
12,Tuesday,2022-10-04,6.5,0
13,Tuesday,2022-10-04,6.47,0
14,Tuesday,2022-10-04,5.66,0
15,Tuesday,2022-10-04,6.01,0
16,Tuesday,2022-10-04,5.8,0
17,Tuesday,2022-10-04,6.5,0
18,Tuesday,2022-10-04,5.9,0
1,Monday,2022-10-03,5.31,1
2,Monday,2022-10-03,4.7,0
3,Monday,2022-10-03,5.92,1
4,Monday,2022-10-03,6.76,0
5,Monday,2022-10-03,4.82,0
6,Monday,2022-10-03,5.09,0
7,Monday,2022-10-03,6.25,0
8,Monday,2022-10-03,7.0,1
9,Monday,2022-10-03,6.88,0
10,Monday,2022-10-03,5.66,0
11,Monday,2022-10-03,5.77,1
12,Monday,2022-10-03,5.66,0
13,Monday,2022-10-03,5.56,0
14,Monday,2022-10-03,6.96,1
15,Monday,2022-10-03,5.55,0
16,Monday,2022-10-03,6.94,0
17,Monday,2022-10-03,6.05,0
18,Monday,2022-10-03,6.3,1
1,Sunday,2022-10-02,0.0,0
2,Sunday,2022-10-02,0.0,0
3,Sunday,2022-10-02,0.0,0
4,Sunday,2022-10-02,0.0,0
5,Sunday,2022-10-02,0.0,0
6,Sunday,2022-10-02,0.0,0
7,Sunday,2022-10-02,0.0,0
8,Sunday,2022-10-02,0.0,0
9,Sunday,2022-10-02,0.0,0
10,Sunday,2022-10-02,0.0,0
11,Sunday,2022-10-02,0.0,0
12,Sunday,2022-10-02,0.0,0
13,Sunday,2022-10-02,0.0,0
14,Sunday,2022-10-02,0.0,0
15,Sunday,2022-10-02,0.0,0
16,Sunday,2022-10-02,0.0,0
17,Sunday,2022-10-02,0.0,0
18,Sunday,2022-10-02,0.0,0
1,Saturday,2022-10-01,0.0,0
2,Saturday,2022-10-01,0.0,0
3,Saturday,2022-10-01,0.0,0
4,Saturday,2022-10-01,0.0,0
5,Saturday,2022-10-01,0.0,0
6,Saturday,2022-10-01,0.0,0
7,Saturday,2022-10-01,0.0,0
8,Saturday,2022-10-01,0.0,0
9,Saturday,2022-10-01,0.0,0
10,Saturday,2022-10-01,0.0,0
11,Saturday,2022-10-01,0.0,0
12,Saturday,2022-10-01,0.0,0
13,Saturday,2022-10-01,0.0,0
14,Saturday,2022-10-01,0.0,0
15,Saturday,2022-10-01,0.0,0
16,Saturday,2022-10-01,0.0,0
17,Saturday,2022-10-01,0.0,0
18,Saturday,2022-10-01,0.0,0
1,Friday,2022-09-30,6.57,1
2,Friday,2022-09-30,6.94,0
3,Friday,2022-09-30,4.6,1
4,Friday,2022-09-30,6.7,1
5,Friday,2022-09-30,4.68,0
6,Friday,2022-09-30,4.79,0
7,Friday,2022-09-30,6.21,1
8,Friday,2022-09-30,6.55,1
9,Friday,2022-09-30,6.86,1
10,Friday,2022-09-30,5.88,1
11,Friday,2022-09-30,4.97,1
12,Friday,2022-09-30,6.26,0
13,Friday,2022-09-30,5.59,0
14,Friday,2022-09-30,6.29,1
15,Friday,2022-09-30,6.84,1
16,Friday,2022-09-30,5.41,1
17,Friday,2022-09-30,5.29,0
18,Friday,2022-09-30,5.16,1
1,Thursday,2022-09-29,5.95,0
2,Thursday,2022-09-29,6.97,0
3,Thursday,2022-09-29,6.87,0
4,Thursday,2022-09-29,5.17,0
5,Thursday,2022-09-29,5.56,0
6,Thursday,2022-09-29,6.47,0
7,Thursday,2022-09-29,6.23,0
8,Thursday,2022-09-29,6.45,0
9,Thursday,2022-09-29,6.09,0
10,Thursday,2022-09-29,4.64,0
11,Thursday,2022-09-29,6.97,0
12,Thursday,2022-09-29,5.97,1
13,Thursday,2022-09-29,6.85,0
14,Thursday,2022-09-29,6.47,1
15,Thursday,2022-09-29,6.5,0
16,Thursday,2022-09-29,6.7,0
17,Thursday,2022-09-29,6.22,0
18,Thursday,2022-09-29,5.86,0
1,Wednesday,2022-09-28,6.85,1
2,Wednesday,2022-09-28,6.95,0
3,Wednesday,2022-09-28,6.39,0
4,Wednesday,2022-09-28,6.96,0
5,Wednesday,2022-09-28,6.77,0
6,Wednesday,2022-09-28,5.89,1
7,Wednesday,2022-09-28,4.79,0
8,Wednesday,2022-09-28,4.54,0
9,Wednesday,2022-09-28,6.02,0
10,Wednesday,2022-09-28,4.65,0
11,Wednesday,2022-09-28,6.69,0
12,Wednesday,2022-09-28,5.9,0
13,Wednesday,2022-09-28,6.94,0
14,Wednesday,2022-09-28,6.26,0
15,Wednesday,2022-09-28,5.52,0
16,Wednesday,2022-09-28,6.76,0
17,Wednesday,2022-09-28,6.14,0
18,Wednesday,2022-09-28,6.85,0
1,Tuesday,2022-09-27,6.15,0
2,Tuesday,2022-09-27,4.62,0
3,Tuesday,2022-09-27,6.63,0
4,Tuesday,2022-09-27,6.3,0
5,Tuesday,2022-09-27,6.59,0
6,Tuesday,2022-09-27,6.99,0
7,Tuesday,2022-09-27,5.28,0
8,Tuesday,2022-09-27,6.96,0
9,Tuesday,2022-09-27,6.11,0
10,Tuesday,2022-09-27,6.48,1
11,Tuesday,2022-09-27,5.55,1
12,Tuesday,2022-09-27,5.21,0
13,Tuesday,2022-09-27,6.27,0
14,Tuesday,2022-09-27,5.86,1
15,Tuesday,2022-09-27,5.49,0
16,Tuesday,2022-09-27,6.55,1
17,Tuesday,2022-09-27,5.11,0
18,Tuesday,2022-09-27,6.78,0
1,Monday,2022-09-26,4.59,1
2,Monday,2022-09-26,4.81,0
3,Monday,2022-09-26,5.79,1
4,Monday,2022-09-26,5.51,0
5,Monday,2022-09-26,4.85,0
6,Monday,2022-09-26,6.92,0
7,Monday,2022-09-26,5.83,1
8,Monday,2022-09-26,4.98,0
9,Monday,2022-09-26,6.94,1
10,Monday,2022-09-26,6.0,0
11,Monday,2022-09-26,6.76,0
12,Monday,2022-09-26,5.91,0
13,Monday,2022-09-26,6.18,0
14,Monday,2022-09-26,6.48,0
15,Monday,2022-09-26,4.54,0
16,Monday,2022-09-26,6.13,0
17,Monday,2022-09-26,5.88,0
18,Monday,2022-09-26,5.62,1
1,Sunday,2022-09-25,0.0,0
2,Sunday,2022-09-25,0.0,0
3,Sunday,2022-09-25,0.0,0
4,Sunday,2022-09-25,0.0,0
5,Sunday,2022-09-25,0.0,0
6,Sunday,2022-09-25,0.0,0
7,Sunday,2022-09-25,0.0,0
8,Sunday,2022-09-25,0.0,0
9,Sunday,2022-09-25,0.0,0
10,Sunday,2022-09-25,0.0,0
11,Sunday,2022-09-25,0.0,0
12,Sunday,2022-09-25,0.0,0
13,Sunday,2022-09-25,0.0,0
14,Sunday,2022-09-25,0.0,0
15,Sunday,2022-09-25,0.0,0
16,Sunday,2022-09-25,0.0,0
17,Sunday,2022-09-25,0.0,0
18,Sunday,2022-09-25,0.0,0
1,Saturday,2022-09-24,0.0,0
2,Saturday,2022-09-24,0.0,0
3,Saturday,2022-09-24,0.0,0
4,Saturday,2022-09-24,0.0,0
