employee_name,working_day,hours_of_work,work_from_home,month
11,4,4.67,0,1
12,4,6.41,0,1
13,4,5.77,0,1
14,4,4.95,0,1
15,4,6.63,0,1
16,4,4.67,0,1
17,4,5.34,0,1
18,4,6.34,0,1
1,3,5.73,0,1
2,3,6.57,1,1
3,3,6.7,0,1
4,3,5.65,0,1
5,3,6.14,0,1
6,3,6.21,0,1
7,3,6.03,0,1
8,3,6.31,0,1
9,3,5.58,1,1
10,3,6.72,0,1
11,3,5.99,0,1
12,3,5.61,0,1
13,3,4.89,1,1
14,3,5.92,1,1
15,3,6.19,0,1
16,3,5.65,0,1
17,3,4.95,0,1
18,3,5.04,0,1
1,2,6.48,0,1
2,2,5.99,0,1
3,2,5.72,0,1
4,2,6.84,0,1
5,2,5.94,0,1
6,2,5.6,0,1
7,2,4.66,0,1
8,2,6.45,1,1
9,2,6.96,0,1
10,2,6.35,0,1
11,2,4.74,0,1
12,2,5.6,0,1
13,2,6.52,0,1
14,2,4.59,1,1
15,2,4.71,0,1
16,2,4.65,0,1
17,2,6.16,0,1
18,2,5.12,0,1
1,1,6.62,1,1
2,1,6.28,1,1
3,1,6.17,1,1
4,1,5.33,1,1
5,1,5.91,0,1
6,1,6.11,0,1
7,1,5.46,0,1
8,1,4.62,0,1
9,1,4.76,0,1
10,1,5.74,0,1
11,1,6.63,1,1
12,1,5.14,0,1
13,1,6.9,1,1
14,1,4.93,0,1
15,1,6.67,1,1
16,1,6.51,0,1
17,1,6.21,0,1
18,1,5.26,1,1
1,7,0.0,0,1
2,7,0.0,0,1
3,7,0.0,0,1
4,7,0.0,0,1
5,7,0.0,0,1
6,7,0.0,0,1
7,7,0.0,0,1
8,7,0.0,0,1
9,7,0.0,0,1
10,7,0.0,0,1
11,7,0.0,0,1
12,7,0.0,0,1
13,7,0.0,0,1
14,7,0.0,0,1
15,7,0.0,0,1
16,7,0.0,0,1
17,7,0.0,0,1
18,7,0.0,0,1
1,6,0.0,0,1
2,6,0.0,0,1
3,6,0.0,0,1
4,6,0.0,0,1
5,6,0.0,0,1
6,6,0.0,0,1
7,6,0.0,0,1
8,6,0.0,0,1
9,6,0.0,0,1
10,6,0.0,0,1
11,6,0.0,0,1
12,6,0.0,0,1
13,6,0.0,0,1
14,6,0.0,0,1
15,6,0.0,0,1
16,6,0.0,0,1
17,6,0.0,0,1
18,6,0.0,0,1
1,5,5.17,0,1
2,5,4.61,1,1
3,5,4.98,1,1
4,5,6.2,1,1
5,5,6.39,1,1
6,5,5.88,0,1
7,5,5.34,1,1
8,5,7.0,0,1
9,5,5.69,0,1
10,5,4.99,1,1
11,5,6.2,0,1
12,5,6.16,1,1
13,5,5.34,1,1
14,5,5.45,0,1
15,5,6.2,0,1
16,5,6.64,0,1
17,5,5.32,0,1
18,5,5.46,1,1
1,4,4.91,0,1
2,4,6.66,1,1
3,4,5.63,0,1
4,4,5.17,0,1
5,4,4.66,1,1
6,4,5.1,0,1
7,4,6.04,0,1
8,4,6.98,1,1
9,4,6.01,1,1
10,4,6.09,0,1
11,4,5.98,1,1
12,4,5.75,0,1
13,4,6.71,0,1
14,4,6.13,0,1
15,4,6.41,0,1
16,4,5.56,0,1
17,4,5.95,0,1
18,4,6.14,0,1
1,3,5.99,0,1
2,3,5.81,0,1
3,3,5.39,1,1
4,3,4.89,0,1
5,3,6.91,0,1
6,3,5.31,0,1
7,3,4.74,1,1
8,3,6.56,0,1
9,3,5.94,1,1
10,3,5.64,0,1
11,3,5.68,0,1
12,3,5.05,0,1
13,3,6.45,0,1
14,3,5.02,0,1
15,3,5.15,1,1
16,3,5.94,1,1
17,3,4.54,0,1
18,3,5.93,1,1
1,2,5.54,0,1
2,2,6.49,0,1
3,2,5.16,0,1
4,2,5.2,0,1
5,2,6.23,0,1
6,2,4.97,0,1
7,2,4.98,0,1
8,2,5.65,0,1
9,2,5.21,0,1
10,2,6.3,1,1
11,2,4.86,0,1
12,2,4.59,0,1
13,2,5.11,1,1
14,2,4.7,0,1
15,2,5.25,0,1
16,2,6.01,1,1
17,2,6.16,0,1
18,2,5.6,0,1
1,1,5.29,0,1
2,1,6.48,0,1
3,1,6.67,0,1
4,1,4.81,0,1
5,1,5.17,1,1
6,1,4.72,0,1
7,1,6.44,0,1
8,1,4.93,0,1
9,1,5.02,1,1
10,1,5.54,0,1
11,1,4.7,0,1
12,1,5.7,0,1
13,1,6.86,0,1
14,1,4.79,0,1
15,1,5.26,0,1
16,1,6.37,0,1
17,1,5.67,0,1
18,1,4.85,0,1
1,7,0.0,0,1
2,7,0.0,0,1
3,7,0.0,0,1
4,7,0.0,0,1
5,7,0.0,0,1
6,7,0.0,0,1
7,7,0.0,0,1
8,7,0.0,0,1
9,7,0.0,0,1
10,7,0.0,0,1
11,7,0.0,0,1
12,7,0.0,0,1
13,7,0.0,0,1
14,7,0.0,0,1
15,7,0.0,0,1
16,7,0.0,0,1
17,7,0.0,0,1
18,7,0.0,0,1
1,6,0.0,0,12
2,6,0.0,0,12
3,6,0.0,0,12
4,6,0.0,0,12
5,6,0.0,0,12
6,6,0.0,0,12
7,6,0.0,0,12
8,6,0.0,0,12
9,6,0.0,0,12
10,6,0.0,0,12
11,6,0.0,0,12
12,6,0.0,0,12
13,6,0.0,0,12
14,6,0.0,0,12
15,6,0.0,0,12
16,6,0.0,0,12
17,6,0.0,0,12
18,6,0.0,0,12
1,5,4.81,0,12
2,5,6.93,0,12
3,5,6.95,0,12
4,5,5.98,1,12
5,5,5.75,0,12
6,5,5.9,1,12
7,5,5.46,1,12
8,5,5.57,0,12
9,5,5.53,1,12
10,5,4.56,0,12
11,5,6.28,0,12
12,5,6.51,0,12
13,5,5.97,0,12
14,5,5.8,1,12
15,5,6.17,0,12
16,5,5.01,0,12
17,5,5.2,0,12
18,5,6.37,1,12
1,4,6.3,0,12
2,4,6.85,1,12
3,4,7.0,1,12
4,4,6.65,0,12
5,4,5.34,0,12
6,4,6.56,1,12
7,4,6.0,0,12
8,4,4.86,0,12
9,4,6.05,0,12
10,4,5.68,0,12
11,4,6.3,0,12
12,4,6.07,0,12
13,4,4.67,0,12
14,4,5.94,1,12
15,4,4.55,0,12
16,4,4.67,0,12
17,4,6.01,0,12
18,4,5.91,0,12
1,3,5.85,0,12
2,3,4.89,0,12
3,3,4.8,0,12
4,3,6.0,0,12
5,3,6.63,0,12
6,3,5.7,0,12
7,3,4.68,0,12
8,3,5.84,0,12
9,3,5.67,0,12
10,3,4.58,1,12
11,3,6.99,0,12
12,3,6.35,0,12
13,3,6.37,0,12
14,3,6.68,0,12
15,3,6.27,0,12
16,3,4.69,0,12
17,3,6.49,1,12
18,3,6.66,1,12
1,2,4.81,0,12
2,2,5.1,0,12
3,2,4.8,1,12
4,2,6.53,0,12
5,2,4.97,0,12
6,2,6.98,0,12
7,2,5.51,0,12
8,2,5.03,0,12
9,2,5.15,0,12
10,2,6.35,0,12
11,2,5.74,0,12
12,2,5.56,1,12
13,2,5.37,0,12
14,2,6.97,0,12
15,2,6.27,0,12
16,2,5.81,0,12
17,2,6.25,0,12
18,2,6.07,1,12
1,1,6.73,0,12
2,1,6.23,0,12
3,1,5.97,0,12
4,1,5.46,0,12
5,1,6.97,1,12
6,1,6.73,0,12
7,1,6.07,1,12
8,1,5.64,0,12
9,1,6.72,0,12
10,1,5.72,0,12
11,1,6.75,1,12
12,1,6.04,0,12
13,1,5.93,0,12
14,1,5.48,0,12
15,1,6.06,0,12
16,1,5.28,0,12
17,1,5.51,0,12
18,1,4.96,0,12
1,7,0.0,0,12
2,7,0.0,0,12
3,7,0.0,0,12
4,7,0.0,0,12
5,7,0.0,0,12
6,7,0.0,0,12
7,7,0.0,0,12
8,7,0.0,0,12
9,7,0.0,0,12
10,7,0.0,0,12
11,7,0.0,0,12
12,7,0.0,0,12
13,7,0.0,0,12
14,7,0.0,0,12
15,7,0.0,0,12
16,7,0.0,0,12
17,7,0.0,0,12
18,7,0.0,0,12
1,6,0.0,0,12
2,6,0.0,0,12
3,6,0.0,0,12
4,6,0.0,0,12
5,6,0.0,0,12
6,6,0.0,0,12
7,6,0.0,0,12
8,6,0.0,0,12
9,6,0.0,0,12
10,6,0.0,0,12
11,6,0.0,0,12
12,6,0.0,0,12
13,6,0.0,0,12
14,6,0.0,0,12
15,6,0.0,0,12
16,6,0.0,0,12
17,6,0.0,0,12
18,6,0.0,0,12
1,5,5.77,1,12
2,5,5.21,0,12
3,5,5.3,1,12
4,5,5.96,0,12
5,5,5.61,0,12
6,5,6.62,1,12
7,5,6.14,0,12
8,5,5.89,1,12
9,5,4.94,1,12
10,5,5.54,0,12
11,5,4.67,1,12
12,5,5.1,1,12
13,5,4.84,1,12
14,5,5.9,1,12
15,5,5.38,1,12
16,5,5.19,0,12
17,5,6.61,0,12
18,5,6.81,1,12
1,4,6.17,0,12
2,4,5.67,0,12
3,4,5.59,0,12
4,4,5.09,1,12
5,4,5.65,0,12
6,4,5.82,0,12
7,4,6.4,0,12
8,4,6.53,0,12
9,4,6.04,1,12
10,4,6.71,0,12
11,4,6.25,1,12
12,4,6.6,0,12
13,4,5.9,0,12
14,4,6.26,0,12
15,4,6.43,1,12
16,4,6.98,0,12
17,4,5.29,0,12
18,4,5.36,0,12
1,3,5.11,0,12
2,3,6.83,0,12
3,3,5.24,0,12
4,3,5.53,0,12
5,3,6.6,0,12
6,3,6.38,1,12
7,3,6.04,1,12
8,3,5.49,0,12
9,3,6.77,0,12
10,3,4.7,0,12
11,3,6.22,0,12
12,3,6.26,0,12
13,3,6.05,0,12
14,3,6.68,0,12
15,3,6.85,1,12
16,3,4.91,1,12
17,3,6.07,1,12
18,3,5.29,0,12
1,2,6.34,0,12
2,2,5.71,0,12
3,2,6.83,0,12
4,2,5.63,0,12
5,2,5.83,1,12
6,2,6.96,1,12
7,2,5.74,1,12
8,2,5.21,0,12
9,2,5.37,0,12
10,2,6.82,0,12
11,2,6.95,0,12
12,2,4.88,0,12
13,2,4.55,0,12
14,2,6.37,0,12
15,2,4.93,1,12
16,2,5.42,0,12
17,2,5.73,0,12
18,2,6.96,0,12
1,1,5.86,1,12
2,1,6.29,0,12
3,1,4.67,0,12
4,1,6.69,0,12
5,1,5.18,0,12
6,1,6.7,0,12
7,1,6.19,0,12
8,1,5.49,0,12
9,1,4.88,0,12
10,1,6.6,0,12
11,1,5.36,0,12
12,1,6.84,0,12
13,1,5.42,1,12
14,1,4.94,0,12
15,1,6.91,0,12
16,1,4.7,1,12
17,1,5.42,0,12
18,1,6.84,1,12
1,7,0.0,0,12
2,7,0.0,0,12
3,7,0.0,0,12
4,7,0.0,0,12
5,7,0.0,0,12
6,7,0.0,0,12
7,7,0.0,0,12
8,7,0.0,0,12
9,7,0.0,0,12
10,7,0.0,0,12
11,7,0.0,0,12
12,7,0.0,0,12
13,7,0.0,0,12
14,7,0.0,0,12
15,7,0.0,0,12
16,7,0.0,0,12
17,7,0.0,0,12
18,7,0.0,0,12
1,6,0.0,0,12
2,6,0.0,0,12
3,6,0.0,0,12
4,6,0.0,0,12
5,6,0.0,0,12
6,6,0.0,0,12
7,6,0.0,0,12
8,6,0.0,0,12
9,6,0.0,0,12
10,6,0.0,0,12
11,6,0.0,0,12
12,6,0.0,0,12
13,6,0.0,0,12
14,6,0.0,0,12
15,6,0.0,0,12
16,6,0.0,0,12
17,6,0.0,0,12
18,6,0.0,0,12
1,5,5.42,1,12
2,5,6.21,1,12
3,5,4.55,0,12
4,5,5.01,1,12
5,5,5.76,0,12
6,5,5.5,0,12
7,5,4.76,1,12
8,5,5.77,1,12
9,5,5.88,1,12
10,5,6.02,1,12
11,5,5.81,1,12
12,5,6.79,0,12
13,5,5.55,1,12
14,5,6.68,0,12
15,5,5.79,1,12
16,5,5.6,0,12
17,5,5.49,1,12
18,5,6.76,1,12
1,4,5.5,0,12
2,4,6.3,0,12
3,4,6.21,0,12
4,4,6.57,0,12
5,4,4.86,0,12
6,4,4.76,0,12
7,4,6.18,1,12
8,4,6.0,0,12
9,4,5.05,1,12
10,4,5.44,0,12
11,4,6.47,0,12
12,4,6.94,0,12
13,4,5.7,0,12
14,4,5.22,1,12
15,4,4.5,1,12
16,4,6.63,0,12
17,4,6.78,0,12
18,4,5.64,0,12
1,3,6.26,0,12
2,3,6.01,0,12
3,3,4.92,0,12
4,3,6.69,0,12
5,3,5.05,0,12
6,3,5.83,1,12
7,3,5.83,0,12
8,3,6.75,0,12
9,3,6.34,1,12
10,3,6.41,0,12
11,3,5.48,0,12
12,3,6.46,0,12
13,3,4.71,0,12
14,3,4.94,0,12
15,3,6.51,0,12
16,3,6.94,0,12
17,3,6.27,0,12
18,3,6.66,1,12
1,2,4.78,0,12
2,2,6.53,0,12
3,2,5.82,0,12
4,2,6.85,0,12
5,2,5.98,1,12
6,2,6.58,0,12
7,2,4.87,0,12
8,2,5.85,1,12
9,2,6.22,0,12
10,2,6.63,1,12
11,2,6.9,0,12
12,2,5.08,0,12
13,2,4.79,0,12
14,2,5.32,1,12
15,2,5.85,0,12
16,2,6.96,1,12
17,2,6.82,0,12
18,2,5.62,1,12
1,1,6.99,0,12
2,1,5.89,0,12
3,1,4.92,0,12
4,1,5.03,0,12
5,1,5.01,0,12
6,1,5.59,0,12
7,1,6.77,1,12
8,1,6.3,1,12
9,1,5.51,0,12
10,1,6.71,0,12
11,1,5.88,0,12
12,1,6.35,0,12
13,1,6.69,0,12
14,1,6.05,1,12
15,1,5.45,0,12
16,1,4.66,0,12
17,1,6.49,0,12
18,1,6.72,0,12
1,7,0.0,0,12
2,7,0.0,0,12
3,7,0.0,0,12
4,7,0.0,0,12
5,7,0.0,0,12
6,7,0.0,0,12
7,7,0.0,0,12
8,7,0.0,0,12
9,7,0.0,0,12
10,7,0.0,0,12
11,7,0.0,0,12
12,7,0.0,0,12
13,7,0.0,0,12
14,7,0.0,0,12
15,7,0.0,0,12
16,7,0.0,0,12
17,7,0.0,0,12
18,7,0.0,0,12
1,6,0.0,0,12
2,6,0.0,0,12
3,6,0.0,0,12
4,6,0.0,0,12
5,6,0.0,0,12
6,6,0.0,0,12
7,6,0.0,0,12
8,6,0.0,0,12
9,6,0.0,0,12
10,6,0.0,0,12
11,6,0.0,0,12
12,6,0.0,0,12
13,6,0.0,0,12
14,6,0.0,0,12
15,6,0.0,0,12
16,6,0.0,0,12
17,6,0.0,0,12
18,6,0.0,0,12
1,5,6.66,1,12
2,5,4.95,0,12
3,5,5.19,0,12
4,5,5.0,1,12
5,5,5.45,0,12
6,5,6.25,1,12
7,5,4.83,0,12
8,5,5.46,0,12
9,5,5.55,1,12
10,5,5.73,1,12
11,5,4.86,1,12
12,5,6.74,1,12
13,5,5.22,1,12
14,5,5.09,1,12
15,5,5.13,1,12
16,5,4.72,1,12
17,5,6.46,1,12
18,5,6.85,1,12
1,4,6.04,0,12
2,4,5.94,0,12
3,4,5.86,0,12
4,4,6.97,0,12
5,4,5.97,0,12
6,4,5.51,0,12
7,4,4.85,0,12
8,4,6.83,0,12
9,4,5.76,0,12
10,4,5.34,0,12
11,4,5.97,0,12
12,4,5.61,0,12
13,4,4.93,0,12
14,4,6.29,1,12
15,4,6.83,0,12
16,4,5.06,0,12
17,4,4.66,0,12
18,4,6.16,0,12
1,3,4.75,0,12
2,3,5.41,0,12
3,3,6.18,0,12
4,3,4.77,0,12
5,3,6.38,0,12
6,3,6.63,0,12
7,3,5.16,0,12
8,3,5.17,0,12
9,3,5.5,0,12
10,3,4.88,1,12
11,3,6.21,0,12
12,3,5.62,1,12
13,3,5.75,0,12
14,3,4.56,0,12
15,3,6.57,1,12
16,3,4.79,0,12
17,3,5.9,1,12
18,3,5.97,0,12
1,2,4.62,0,12
2,2,5.77,0,12
3,2,6.42,0,12
4,2,6.82,0,12
5,2,5.01,0,12
6,2,4.79,0,12
7,2,4.98,0,12
8,2,6.9,0,12
9,2,5.68,0,12
10,2,4.72,0,12
11,2,6.18,0,12
12,2,6.61,0,12
13,2,4.54,0,12
14,2,5.2,0,12
15,2,5.3,0,12
16,2,6.93,0,12
17,2,5.87,0,12
18,2,5.72,0,12
1,1,6.8,1,12
2,1,5.87,1,12
3,1,5.71,0,12
4,1,6.19,0,12
5,1,5.28,0,12
6,1,6.77,0,12
7,1,5.23,0,12
8,1,6.44,0,12
9,1,5.53,1,12
10,1,6.23,0,12
11,1,4.53,0,12
12,1,6.69,0,12
13,1,5.68,0,12
14,1,6.59,0,12
15,1,4.96,1,12
16,1,5.93,1,12
17,1,6.69,0,12
18,1,6.07,0,12
1,7,0.0,0,12
2,7,0.0,0,12
3,7,0.0,0,12
4,7,0.0,0,12
5,7,0.0,0,12
6,7,0.0,0,12
7,7,0.0,0,12
8,7,0.0,0,12
9,7,0.0,0,12
10,7,0.0,0,12
11,7,0.0,0,12
12,7,0.0,0,12
13,7,0.0,0,12
14,7,0.0,0,12
15,7,0.0,0,12
16,7,0.0,0,12
17,7,0.0,0,12
18,7,0.0,0,12
1,6,0.0,0,12
2,6,0.0,0,12
3,6,0.0,0,12
4,6,0.0,0,12
5,6,0.0,0,12
6,6,0.0,0,12
7,6,0.0,0,12
8,6,0.0,0,12
9,6,0.0,0,12
10,6,0.0,0,12
11,6,0.0,0,12
12,6,0.0,0,12
13,6,0.0,0,12
14,6,0.0,0,12
15,6,0.0,0,12
16,6,0.0,0,12
17,6,0.0,0,12
18,6,0.0,0,12
1,5,4.55,1,12
2,5,5.45,0,12
3,5,6.25,1,12
4,5,4.55,1,12
5,5,5.35,0,12
6,5,5.67,0,12
7,5,6.52,1,12
8,5,6.73,0,12
9,5,5.47,0,12
10,5,5.96,0,12
11,5,5.19,1,12
12,5,5.15,1,12
13,5,5.89,0,12
14,5,6.41,1,12
15,5,6.3,0,12
16,5,6.75,1,12
17,5,4.89,1,12
18,5,6.09,1,12
1,4,6.58,0,12
2,4,6.1,0,12
3,4,4.96,0,12
4,4,6.27,0,12
5,4,4.81,0,12
6,4,5.3,0,12
7,4,5.63,0,12
8,4,6.42,1,12
9,4,5.14,0,12
10,4,6.71,0,12
11,4,6.37,0,12
12,4,6.39,0,12
13,4,6.51,0,12
14,4,6.6,0,12
15,4,5.45,1,12
16,4,5.31,0,12
17,4,4.89,0,12
18,4,6.66,0,12
1,3,6.12,1,11
2,3,5.71,0,11
3,3,5.39,0,11
4,3,4.87,0,11
5,3,6.11,0,11
6,3,5.63,0,11
7,3,6.49,0,11
8,3,5.05,0,11
9,3,6.87,0,11
10,3,5.83,0,11
11,3,5.34,0,11
12,3,6.94,0,11
13,3,6.39,1,11
14,3,6.63,0,11
15,3,5.26,0,11
16,3,5.06,0,11
17,3,5.35,1,11
18,3,4.66,1,11
1,2,5.97,0,11
2,2,6.79,0,11
3,2,6.48,0,11
4,2,5.48,0,11
5,2,4.77,0,11
6,2,4.63,0,11
7,2,6.09,0,11
8,2,6.62,1,11
9,2,5.91,1,11
10,2,6.48,0,11
11,2,4.83,1,11
12,2,5.14,1,11
13,2,6.84,1,11
14,2,6.93,0,11
15,2,4.93,0,11
16,2,5.86,0,11
17,2,5.15,0,11
18,2,4.81,0,11
1,1,6.79,0,11
2,1,6.65,0,11
3,1,4.67,0,11
4,1,6.24,0,11
5,1,6.03,0,11
6,1,6.49,0,11
7,1,5.95,0,11
8,1,4.86,0,11
9,1,6.87,0,11
10,1,4.75,0,11
11,1,5.44,0,11
12,1,6.34,0,11
13,1,5.02,0,11
14,1,4.7,0,11
15,1,5.78,0,11
16,1,6.83,0,11
17,1,6.6,0,11
18,1,6.38,0,11
1,7,0.0,0,11
2,7,0.0,0,11
3,7,0.0,0,11
4,7,0.0,0,11
5,7,0.0,0,11
6,7,0.0,0,11
7,7,0.0,0,11
8,7,0.0,0,11
9,7,0.0,0,11
10,7,0.0,0,11
11,7,0.0,0,11
12,7,0.0,0,11
13,7,0.0,0,11
14,7,0.0,0,11
15,7,0.0,0,11
16,7,0.0,0,11
17,7,0.0,0,11
18,7,0.0,0,11
1,6,0.0,0,11
2,6,0.0,0,11
3,6,0.0,0,11
4,6,0.0,0,11
5,6,0.0,0,11
6,6,0.0,0,11
7,6,0.0,0,11
8,6,0.0,0,11
9,6,0.0,0,11
10,6,0.0,0,11
11,6,0.0,0,11
12,6,0.0,0,11
13,6,0.0,0,11
14,6,0.0,0,11
15,6,0.0,0,11
16,6,0.0,0,11
17,6,0.0,0,11
18,6,0.0,0,11
1,5,5.48,0,11
2,5,7.0,1,11
3,5,4.99,1,11
4,5,6.66,1,11
5,5,6.5,0,11
6,5,6.53,0,11
7,5,6.29,1,11
8,5,4.53,1,11
9,5,5.87,1,11
10,5,6.82,1,11
11,5,4.64,0,11
12,5,5.66,0,11
13,5,5.67,0,11
14,5,5.68,1,11
15,5,6.36,1,11
16,5,5.75,1,11
17,5,6.78,1,11
18,5,4.81,0,11
1,4,4.51,1,11
2,4,5.92,1,11
3,4,4.9,0,11
4,4,5.15,0,11
5,4,4.97,0,11
6,4,6.59,0,11
7,4,6.42,0,11
8,4,5.34,1,11
9,4,6.89,1,11
10,4,5.96,0,11
11,4,5.22,1,11
12,4,4.95,0,11
13,4,5.15,0,11
14,4,5.3,0,11
15,4,6.33,0,11
16,4,5.95,0,11
17,4,5.77,0,11
18,4,4.51,0,11
1,3,5.33,0,11
2,3,5.68,0,11
3,3,4.8,0,11
4,3,4.91,1,11
5,3,5.88,0,11
6,3,6.94,0,11
7,3,5.96,1,11
8,3,6.02,0,11
9,3,5.42,0,11
10,3,4.8,0,11
11,3,6.41,0,11
12,3,6.37,0,11
13,3,4.96,0,11
14,3,5.6,0,11
15,3,6.06,1,11
16,3,4.9,0,11
17,3,6.91,0,11
18,3,6.86,1,11
1,2,4.78,0,11
2,2,6.62,0,11
3,2,4.94,0,11
4,2,5.75,1,11
5,2,5.51,0,11
6,2,6.81,0,11
7,2,5.4,1,11
8,2,6.08,0,11
9,2,6.63,0,11
10,2,5.99,0,11
11,2,6.3,1,11
12,2,6.82,0,11
13,2,4.74,0,11
14,2,5.99,0,11
15,2,6.49,0,11
16,2,4.73,0,11
17,2,5.92,0,11
18,2,5.97,0,11
1,1,6.18,0,11
2,1,4.75,0,11
3,1,5.06,0,11
4,1,6.1,0,11
5,1,6.36,0,11
6,1,6.78,0,11
7,1,4.81,0,11
8,1,4.85,1,11
9,1,5.37,0,11
10,1,5.74,0,11
11,1,6.92,0,11
12,1,5.89,1,11
13,1,5.42,0,11
14,1,6.47,1,11
15,1,5.07,0,11
16,1,5.02,0,11
17,1,6.68,0,11
18,1,4.85,0,11
1,7,0.0,0,11
2,7,0.0,0,11
3,7,0.0,0,11
4,7,0.0,0,11
5,7,0.0,0,11
6,7,0.0,0,11
7,7,0.0,0,11
8,7,0.0,0,11
9,7,0.0,0,11
10,7,0.0,0,11
11,7,0.0,0,11
12,7,0.0,0,11
13,7,0.0,0,11
14,7,0.0,0,11
15,7,0.0,0,11
16,7,0.0,0,11
17,7,0.0,0,11
18,7,0.0,0,11
1,6,0.0,0,11
2,6,0.0,0,11
3,6,0.0,0,11
4,6,0.0,0,11
5,6,0.0,0,11
6,6,0.0,0,11
7,6,0.0,0,11
8,6,0.0,0,11
9,6,0.0,0,11
10,6,0.0,0,11
11,6,0.0,0,11
12,6,0.0,0,11
13,6,0.0,0,11
14,6,0.0,0,11
15,6,0.0,0,11
16,6,0.0,0,11
17,6,0.0,0,11
18,6,0.0,0,11
1,5,6.97,1,11
2,5,6.18,0,11
3,5,6.24,0,11
4,5,6.26,1,11
5,5,5.15,0,11
6,5,5.33,1,11
7,5,6.77,1,11
8,5,4.89,0,11
9,5,5.82,1,11
10,5,5.25,0,11
11,5,4.74,1,11
12,5,6.06,1,11
13,5,5.21,1,11
14,5,6.13,1,11
15,5,5.82,1,11
16,5,6.75,1,11
17,5,6.42,1,11
18,5,6.26,0,11
1,4,5.22,0,11
2,4,4.93,0,11
3,4,5.13,1,11
4,4,5.71,0,11
5,4,5.14,0,11
6,4,6.14,1,11
7,4,4.56,1,11
8,4,5.59,0,11
9,4,6.57,0,11
10,4,4.59,0,11
11,4,6.89,0,11
12,4,5.41,0,11
13,4,5.59,1,11
14,4,6.23,0,11
15,4,6.92,0,11
16,4,4.67,0,11
17,4,6.42,1,11
18,4,5.66,0,11
1,3,5.36,0,11
2,3,5.91,1,11
3,3,5.33,0,11
4,3,5.23,0,11
5,3,6.38,0,11
6,3,5.28,0,11
7,3,6.64,0,11
8,3,4.66,0,11
9,3,6.89,0,11
10,3,4.84,0,11
11,3,5.27,0,11
12,3,5.35,1,11
13,3,5.32,1,11
14,3,5.91,1,11
15,3,4.9,0,11
16,3,6.84,0,11
17,3,4.58,1,11
18,3,6.11,0,11
1,2,4.65,0,11
2,2,5.69,1,11
3,2,6.39,0,11
4,2,4.54,1,11
5,2,4.7,0,11
6,2,6.72,0,11
7,2,6.8,0,11
8,2,5.43,0,11
9,2,5.59,0,11
10,2,6.24,0,11
11,2,5.26,0,11
12,2,4.9,0,11
13,2,4.96,1,11
14,2,4.79,0,11
15,2,5.91,0,11
16,2,6.05,0,11
17,2,5.57,0,11
18,2,6.58,0,11
1,1,5.36,0,11
2,1,5.96,0,11
3,1,5.96,0,11
4,1,5.66,1,11
5,1,6.25,0,11
6,1,5.94,0,11
7,1,5.14,0,11
8,1,6.35,0,11
9,1,5.75,1,11
10,1,6.03,0,11
11,1,5.28,0,11
12,1,7.0,0,11
13,1,5.5,0,11
14,1,6.75,0,11
15,1,5.24,0,11
16,1,4.61,0,11
17,1,5.41,0,11
18,1,6.51,0,11
1,7,0.0,0,11
2,7,0.0,0,11
3,7,0.0,0,11
4,7,0.0,0,11
5,7,0.0,0,11
6,7,0.0,0,11
7,7,0.0,0,11
8,7,0.0,0,11
9,7,0.0,0,11
10,7,0.0,0,11
11,7,0.0,0,11
12,7,0.0,0,11
13,7,0.0,0,11
14,7,0.0,0,11
15,7,0.0,0,11
16,7,0.0,0,11
17,7,0.0,0,11
18,7,0.0,0,11
1,6,0.0,0,11
2,6,0.0,0,11
3,6,0.0,0,11
4,6,0.0,0,11
5,6,0.0,0,11
6,6,0.0,0,11
7,6,0.0,0,11
8,6,0.0,0,11
9,6,0.0,0,11
10,6,0.0,0,11
11,6,0.0,0,11
12,6,0.0,0,11
13,6,0.0,0,11
14,6,0.0,0,11
15,6,0.0,0,11
16,6,0.0,0,11
17,6,0.0,0,11
18,6,0.0,0,11
1,5,4.7,1,11
2,5,5.4,1,11
3,5,6.15,1,11
4,5,5.21,1,11
5,5,5.28,1,11
6,5,6.25,1,11
7,5,5.49,1,11
8,5,5.38,0,11
9,5,6.02,1,11
10,5,4.62,0,11
11,5,5.05,1,11
12,5,4.73,0,11
13,5,5.06,1,11
14,5,4.51,1,11
15,5,4.62,1,11
16,5,4.79,0,11
17,5,6.62,1,11
18,5,5.81,0,11
1,4,5.34,0,11
2,4,6.48,1,11
3,4,5.42,0,11
4,4,5.82,0,11
5,4,6.78,0,11
6,4,5.11,0,11
7,4,6.85,0,11
8,4,5.94,1,11
9,4,6.2,0,11
10,4,4.98,0,11
11,4,5.31,0,11
12,4,6.68,0,11
13,4,5.68,0,11
14,4,5.74,0,11
15,4,4.85,1,11
16,4,6.11,1,11
17,4,6.36,0,11
18,4,6.62,0,11
1,3,6.78,1,11
2,3,6.67,1,11
3,3,5.87,0,11
4,3,5.84,0,11
5,3,6.46,0,11
6,3,5.9,0,11
7,3,5.82,0,11
8,3,4.57,0,11
9,3,6.84,0,11
10,3,5.72,0,11
11,3,4.71,0,11
12,3,6.16,0,11
13,3,6.04,0,11
14,3,6.71,1,11
15,3,6.12,0,11
16,3,5.59,0,11
17,3,6.8,0,11
18,3,6.95,0,11
1,2,6.07,0,11
2,2,6.55,0,11
3,2,4.57,0,11
4,2,6.07,0,11
